Country name,Year,Number of deaths from drought,Number of deaths from earthquakes,Number of deaths from extreme temperatures,Number of deaths from floods,Number of deaths from fog,Number of deaths from glacial lake outbursts,Number of deaths from landslides,Number of deaths from mass movements,Number of deaths from storms,Number of deaths from volcanic activity,Number of deaths from wildfires
East Timor,2020,0.0,0.0,0.0,0.75,0,0.0,0.0,0.0,10.25,0.0,0.0
Ecuador,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,1920,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,1930,0.0,0.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,0.0
Ecuador,1940,0.0,620.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,1950,0.0,0.0,0.0,12.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,1960,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0
Ecuador,1970,0.0,4.9,0.0,2.0,0,0.0,10.5,0.0,0.0,0.1,0.0
Ecuador,1980,0.0,501.0,0.0,34.2,0,0.0,20.0,0.0,0.0,0.0,0.0
Ecuador,1990,0.0,3.7,0.0,26.7,0,0.0,46.0,0.0,0.0,0.0,0.0
Ecuador,2000,0.0,0.0,0.0,18.3,0,0.0,4.4,6.0,0.0,0.5,0.0
Ecuador,2010,0.0,67.6,0.0,7.8,0,0.0,3.3,0.0,0.0,0.0,0.5
Ecuador,2020,0.0,3.75,0.0,28.0,0,0.0,22.0,0.0,0.0,0.0,0.0
Egypt,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1920,0.0,1.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1950,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1960,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1970,0.0,0.0,0.0,6.5,0,0.0,0.0,0.0,0.3,0.0,0.0
Egypt,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0
Egypt,1990,0.0,56.2,5.4,62.4,0,0.0,0.0,3.4,1.8,0.0,0.0
Egypt,2000,0.0,0.0,0.3,1.8,0,0.0,0.0,9.8,1.3,0.0,0.0
Egypt,2010,0.0,0.0,11.0,2.7,0,0.0,0.0,0.0,8.8,0.0,0.0
Egypt,2020,0.0,0.0,0.0,10.75,0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,1930,0.0,40.0,0.0,0.0,0,0.0,0.0,0.0,200.0,0.0,0.0
El Salvador,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,1950,0.0,110.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,1960,0.0,12.5,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0
El Salvador,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,1980,0.0,112.0,0.0,54.3,0,0.0,2.2,0.0,0.0,0.0,0.0
El Salvador,1990,0.0,0.0,0.0,1.7,0,0.0,2.2,0.0,49.1,0.0,0.0
El Salvador,2000,0.0,116.0,0.1,8.3,0,0.0,0.0,0.0,34.5,0.2,0.0
El Salvador,2010,0.0,0.1,0.0,4.0,0,0.0,0.0,0.0,3.9,0.0,0.0
El Salvador,2020,0.0,0.0,0.0,1.25,0,0.0,10.5,0.0,11.0,0.0,0.0
Eritrea,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0
Eritrea,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,2000,0.0,0.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,2010,0.0,0.0,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,2020,0.0,0.0,41.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,1980,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.3,0.0,0.0
Eswatini,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.2
Eswatini,2010,0.0,0.0,0.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1960,200.0,5.4,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1970,10000.0,0.0,0.0,1.6,0,0.0,0.0,0.0,0.0,6.4,0.0
Ethiopia,1980,30036.7,0.0,0.0,5.4,0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,1990,0.0,0.0,0.0,44.7,0,0.0,2.2,1.3,0.0,0.0,0.0
Ethiopia,2000,0.0,0.0,0.0,143.9,0,0.0,0.4,0.0,0.0,0.5,0.0
Ethiopia,2010,0.0,0.0,0.0,14.7,0,0.0,6.7,0.0,0.0,0.0,0.0
Ethiopia,2020,0.0,0.0,0.0,29.75,0,0.0,5.5,0.0,0.0,0.0,0.0
Europe,1900,0.0,8040.5,0.0,0.6,0,0.0,0.0,0.0,0.0,70.0,0.0
Europe,1910,0.0,3020.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1920,120000.0,181.0,0.0,100.0,0,0.0,12.8,0.0,11.1,0.0,0.0
Europe,1930,0.0,236.3,0.0,1.0,0,0.0,14.3,0.0,8.2,0.0,0.0
Europe,1940,0.0,11494.7,0.0,0.0,0,0.0,1202.5,0.0,24.7,2.6,8.0
Europe,1950,0.0,64.4,0.0,247.4,400,0.0,62.7,0.0,2.6,0.0,0.0
Europe,1960,0.0,147.2,1.2,110.7,0,0.0,235.6,0.0,48.0,0.0,2.5
Europe,1970,0.0,285.9,40.0,128.1,0,0.0,23.6,0.0,24.0,0.9,0.0
Europe,1980,0.0,3014.6,122.2,80.2,0,0.0,37.6,0.0,68.7,0.0,9.3
Europe,1990,0.0,253.5,115.2,95.5,0,0.0,78.6,5.0,104.6,0.0,13.7
Europe,2000,0.2,34.9,8071.4,96.3,0,0.0,20.1,0.0,48.4,0.0,19.6
Europe,2010,0.0,42.1,6500.0,88.9,0,0.0,0.4,0.8,29.7,0.0,32.3
Europe,2020,0.0,3.25,17059.5,74.0,0,2.75,14.75,0.0,34.75,0.25,23.0
European Union (27),1900,0.0,7563.7,0.0,0.6,0,0.0,0.0,0.0,0.0,70.0,0.0
European Union (27),1910,0.0,3011.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
European Union (27),1920,0.0,161.0,0.0,100.0,0,0.0,12.8,0.0,8.8,0.0,0.0
European Union (27),1930,0.0,206.2,0.0,1.0,0,0.0,7.0,0.0,8.2,0.0,0.0
European Union (27),1940,0.0,98.5,0.0,0.0,0,0.0,2.5,0.0,24.7,2.6,8.0
European Union (27),1950,0.0,64.4,0.0,244.0,0,0.0,53.5,0.0,2.6,0.0,0.0
European Union (27),1960,0.0,34.3,1.2,110.4,0,0.0,196.1,0.0,11.1,0.0,2.5
European Union (27),1970,0.0,270.2,40.0,125.1,0,0.0,15.4,0.0,10.4,0.9,0.0
European Union (27),1980,0.0,482.7,111.6,59.9,0,0.0,12.9,0.0,21.1,0.0,9.3
European Union (27),1990,0.0,25.5,57.4,59.2,0,0.0,36.3,0.0,59.9,0.0,7.0
European Union (27),2000,0.0,33.0,7712.3,58.9,0,0.0,1.7,0.0,37.0,0.0,18.6
European Union (27),2010,0.0,36.8,768.3,46.2,0,0.0,0.3,0.0,25.1,0.0,23.0
European Union (27),2020,0.0,3.0,15226.25,70.25,0,2.75,6.0,0.0,26.5,0.25,9.5
Fiji,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.0,0.0,0.0
Fiji,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6,0.0,0.0
Fiji,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.3,0.0,0.0
Fiji,1960,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.2,0.0,0.0
Fiji,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.5,0.0,0.0
Fiji,1980,0.0,0.0,0.0,2.9,0,0.0,0.0,0.0,6.1,0.0,0.0
Fiji,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.9,0.0,0.0
Fiji,2000,0.0,0.0,0.0,2.6,0,0.0,0.0,0.0,4.4,0.0,0.0
Fiji,2010,0.0,0.0,0.0,1.5,0,0.0,0.0,0.0,5.9,0.0,0.0
Fiji,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.75,0.0,0.0
Finland,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,2020,0.0,0.0,56.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
France,1900,0.0,4.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
France,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
France,1920,0.0,0.0,0.0,0.0,0,0.0,2.8,0.0,0.0,0.0,0.0
France,1930,0.0,0.0,0.0,0.0,0,0.0,7.0,0.0,0.0,0.0,0.0
France,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0
France,1950,0.0,0.0,0.0,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0
France,1960,0.0,0.1,0.0,0.0,0,0.0,2.1,0.0,2.8,0.0,0.0
France,1970,0.0,1.1,0.0,2.9,0,0.0,11.4,0.0,0.0,0.0,0.0
France,1980,0.0,0.0,0.0,5.7,0,0.0,3.0,0.0,4.0,0.0,2.5
France,1990,0.0,0.0,4.8,6.0,0,0.0,3.4,0.0,22.5,0.0,0.0
France,2000,0.0,0.0,2089.3,4.4,0,0.0,0.0,0.0,6.8,0.0,0.7
France,2010,0.0,0.0,472.8,9.5,0,0.0,0.0,0.0,8.2,0.0,0.0
France,2020,0.0,0.0,1682.75,1.0,0,0.0,0.0,0.0,6.0,0.0,0.0
French Guiana,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,2000,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
French Guiana,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,1980,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.7,0.0,0.0
French Polynesia,1990,0.0,0.0,0.0,0.0,0,0.0,1.3,0.0,0.0,0.0,0.0
French Polynesia,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0
French Polynesia,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,2010,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,1990,0.0,0.0,0.0,5.3,0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,2000,0.0,0.0,0.0,0.6,0,0.0,0.0,0.0,0.5,0.0,0.0
Gambia,2010,0.0,0.0,0.0,1.7,0,0.0,0.0,0.0,0.4,0.0,0.0
Gambia,2020,0.0,0.0,0.0,1.5,0,0.0,0.0,0.0,2.5,0.0,0.0
Georgia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1990,0.0,0.9,0.0,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,2000,0.0,0.6,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,2010,0.0,0.0,0.0,5.2,0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,2020,0.0,0.0,0.0,0.0,0,0.0,4.5,0.0,0.0,0.0,0.0
Germany,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,1990,0.0,0.1,3.0,1.4,0,0.0,0.5,0.0,10.7,0.0,0.0
Germany,2000,0.0,0.0,938.3,2.9,0,0.0,0.0,0.0,8.5,0.0,0.0
Germany,2010,0.0,0.0,1.1,1.8,0,0.0,0.0,0.0,3.0,0.0,0.0
Germany,2020,0.0,0.0,2043.25,49.25,0,0.0,0.0,0.0,2.25,0.0,0.0
Ghana,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1930,0.0,2.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1980,0.0,0.0,0.0,0.7,0,0.0,0.0,0.0,0.0,0.0,0.4
Ghana,1990,0.0,0.0,0.0,20.2,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,2000,0.0,0.0,0.0,11.2,0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,2010,0.0,0.0,0.0,18.9,0,0.0,0.0,0.0,2.0,0.0,0.0
Ghana,2020,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1900,0.0,0.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1910,0.0,1.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1920,0.0,10.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1930,0.0,15.1,0.0,0.0,0,0.0,0.0,0.0,2.2,0.0,0.0
Greece,1940,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1950,0.0,59.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1960,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,4.3,0.0,0.0
Greece,1970,0.0,5.0,0.0,4.2,0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1980,0.0,4.5,107.6,0.0,0,0.0,0.0,0.0,4.8,0.0,1.5
Greece,1990,0.0,19.7,0.5,2.6,0,0.0,0.0,0.0,0.3,0.0,1.4
Greece,2000,0.0,0.2,4.3,1.5,0,0.0,0.0,0.0,0.5,0.0,7.7
Greece,2010,0.0,0.6,0.5,3.2,0,0.0,0.0,0.0,0.7,0.0,10.0
Greece,2020,0.0,0.75,773.0,2.0,0,0.0,0.0,0.0,0.0,0.0,7.75
Grenada,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6,0.0,0.0
Grenada,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.9,0.0,0.0
Grenada,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Guadeloupe,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
